split	drug_smiles	max_tanimoto_to_train	bucket	is_in_train
val	O=C(NC1COC1)c1ncccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1	0.3375	[0.3, 0.5)	False
val	Cc1nnc2n1-c1ccc(-c3cncc(F)c3)cc1CC2	0.6735	[0.5, 0.7)	False
val	Cc1ccn2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3	0.3731	[0.3, 0.5)	False
val	CC(C)(O)C(=O)N1CCC(N2CC(n3cc(NC(=O)c4cccc(-c5cnn(CC(F)F)c5)n4)c(C(F)F)n3)C2)CC1	0.4592	[0.3, 0.5)	False
val	CN(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1	1.0	[0.9, 1.0]	True
val	Cn1cc(-c2cc3ncnc(Nc4ccc(CC(=O)Nc5cc(C(C)(C)C)nn5C)cc4)c3s2)cn1	1.0	[0.9, 1.0]	True
val	COc1ccc(-c2ccc(C(S)=N[C@H](C)CCCc3cccnc3)cc2)cc1OC	0.4697	[0.3, 0.5)	False
val	FC(F)(F)c1cccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(Cl)n4n3)CC2)c1	0.6034	[0.5, 0.7)	False
val	c1cc(OC2CCN(c3ccc(-n4ccnc4)nn3)CC2)c2cc[nH]c2c1	0.6271	[0.5, 0.7)	False
val	O=C(Nc1cc(C(F)(F)F)ccn1)c1ccc(F)c(Nc2ncnc3cnc(N4CCOCC4)nc23)c1	0.4105	[0.3, 0.5)	False
val	CCOC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	0.7292	[0.7, 0.9)	False
val	CC(C)(C)c1cc(Cc2cnc(N)nc2N)cc(C(C)(C)C)c1O	1.0	[0.9, 1.0]	True
val	CCO[C]([O-])CNC(=O)N(Cc1ccc(N)cc1)Cc1nn[nH]n1	0.6885	[0.5, 0.7)	False
val	O=c1[nH]c(=O)n([C@H]2C[C@H](n3cc(-c4ccccc4)nn3)[C@@H](CO)O2)cc1/C=C/Br	1.0	[0.9, 1.0]	True
val	COc1cc2nncc(-c3ccc(N4CC(OC)C4)nc3)c2cc1OC	0.5	[0.5, 0.7)	False
val	CC(C)Oc1cc2c(OC[C@@H]3CC(F)(F)C(=O)N3)ncc(C#CC3CCNCC3)c2cc1C(N)=O	0.4471	[0.3, 0.5)	False
val	COc1ccc(CNc2nc(N)c3nc(-c4ccco4)sc3n2)cc1	1.0	[0.9, 1.0]	True
val	Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(N2CCOCC2)n1	1.0	[0.9, 1.0]	True
val	Cc1ccc(NC(=O)Nc2cccc(Oc3ccc(N)nc3)c2)cc1Cl	0.5862	[0.5, 0.7)	False
val	CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(-c3cccc(CN)c3)nc3ccccc23)CC1	1.0	[0.9, 1.0]	True
val	Cc1nc2ccc(Br)cc2c(-c2ccc(Cl)cc2)c1[C@H](OC(C)(C)C)C(=O)[O-]	1.0	[0.9, 1.0]	True
val	N#Cc1c2n(c3c(N4CCN(CCc5ccccc5Cl)CC4)ncnc13)CCCC2	0.7705	[0.7, 0.9)	False
val	Cc1nc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)cc32)n[nH]1	0.7746	[0.7, 0.9)	False
val	N#C[Se]Cc1ccc(C[Se]C#N)cc1	1.0	[0.9, 1.0]	True
val	CCCCCCCCCCCCCCCCCC(=O)Nc1cc(=O)n(-c2ccc(Oc3ccccc3)c(S(=O)(=O)O)c2)[nH]1	0.5775	[0.5, 0.7)	False
val	CC(C)Oc1cc2nc(C34COC(C3)C4)cn2cc1C(=O)Nc1cccn(C2CC2)c1=O	0.3523	[0.3, 0.5)	False
val	C=CC(=O)N1CCC(Oc2cccc3[nH]c(-c4n[nH]c5cc(C(F)F)ccc45)cc23)C1	0.8906	[0.7, 0.9)	False
val	Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nn23)c(Cl)n1	0.4	[0.3, 0.5)	False
val	CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CCNCC3)ccc1-2	1.0	[0.9, 1.0]	True
val	Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(N[C@H]4CCNC4)n3)c2)cn1	0.8136	[0.7, 0.9)	False
val	C=C1CCC2[C@](C)(CCC[C@]2(C)C(=O)OC)[C@H]1CCC1CCOC1=O	0.3857	[0.3, 0.5)	False
val	CCC(C)CNC(=O)C[C@H](O)C(CC(C)C)NC(=O)C(CCCCn1cccc1)NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12	0.7531	[0.7, 0.9)	False
val	COc1ncc(-c2ccc3ncc(-c4cn(CCCN5CCOCC5)nn4)n3n2)cc1NS(=O)(=O)c1ccc(F)cc1F	1.0	[0.9, 1.0]	True
val	CNCc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12	1.0	[0.9, 1.0]	True
val	C[C@H](NCc1ccc2c(c1)nc(NC(=O)c1ccc(-c3cn[nH]c3)s1)n2CC(C)(C)O)C(C)(C)C	1.0	[0.9, 1.0]	True
val	C[C@@]1(F)CNC[C@@H](Nc2nccc(-c3cccnc3Oc3ccc(NS(=O)(=O)Cc4ccccc4)c(F)c3F)n2)C1	0.4624	[0.3, 0.5)	False
val	NCCCc1cc(F)cc(OCC2CCCCC2)c1	1.0	[0.9, 1.0]	True
val	O=C(/C=C/c1ccncc1)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)cc1	1.0	[0.9, 1.0]	True
val	Cn1ncc(C(=O)N2CCC2)c1C(=O)N[C@@H]1CCn2cc(-c3ccc(F)cc3)nc2C1	0.375	[0.3, 0.5)	False
val	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)C(C)O)NC(=O)[C@H]2CCCCN2C1=O	0.8642	[0.7, 0.9)	False
val	CCC(F)(F)c1ccc(-c2c(F)cc(NC(=O)C3(c4ccc(C(F)(F)F)cc4F)CC3)cc2C(=O)O)cn1	0.3571	[0.3, 0.5)	False
val	COCC/C(=N\S(=O)(=O)Cc1ccc(Cl)cc1)Nc1ccc(Oc2ccnc3cc(OCCCN4CCOCC4)c(OC)cc23)c(F)c1	1.0	[0.9, 1.0]	True
val	CC(C)c1c(-c2cc(-c3ccccc3)cs2)[nH]c2ncnn2c1=O	0.4127	[0.3, 0.5)	False
val	N#Cc1ccc([C@H]2CCc3cncn32)c(Cl)c1	0.7391	[0.7, 0.9)	False
val	NCCCC(=O)N(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21	0.697	[0.5, 0.7)	False
val	O=C(O)CNC(=O)c1c(O)c2c(n(-c3ccc(OC(F)(F)F)cc3)c1=O)COC2	0.7419	[0.7, 0.9)	False
val	CCc1c(Sc2cccc3cccnc23)[nH]c2nc(N)nc(N)c12	1.0	[0.9, 1.0]	True
val	Fc1cc2nc(-c3cnnc(C(F)(F)F)c3)n(C3CC3)c2cc1F	1.0	[0.9, 1.0]	True
val	O=C(O)c1ccnc(CNCc2ccccc2)c1	1.0	[0.9, 1.0]	True
val	CC(C)Oc1cc2c(OC[C@H]3NC(=O)C[C@@H]3C)nccc2cc1C(N)=O	0.7031	[0.7, 0.9)	False
val	NC(=O)c1cccc2c(NC(CCN3CCCC3)c3cccc(NC(=O)C4CC4(F)F)c3)ncnc12	0.7671	[0.7, 0.9)	False
val	O=C(c1cccnc1)N1CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1	0.5283	[0.5, 0.7)	False
val	CC(=O)N1CCC(c2nccnc2O[C@H]2C[C@@H](Nc3nc4ccccc4s3)C2)CC1	0.5634	[0.5, 0.7)	False
val	CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Br)cc4)n(C)c3c2)ccn1	0.8571	[0.7, 0.9)	False
val	COc1cc2ncnc(N3CCN(c4ncc(Cc5cccc(F)c5)cn4)CC3)c2cc1OC	0.5424	[0.5, 0.7)	False
val	CCc1ccc(/N=C2\SC(Cc3ccnc(Nc4ccc(C(=O)O)cn4)c3)C(=O)N2C)cc1	0.5366	[0.5, 0.7)	False
val	C[C@H](Nc1nc(C(=O)N2CC(NC(=O)OC(C)(C)C)C2)c2sccc2n1)c1cncc(F)c1	1.0	[0.9, 1.0]	True
val	CC(C)(F)C(=O)N1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1	0.4658	[0.3, 0.5)	False
val	CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](CO)NC(=O)[C@@H]([NH3+])CCSC)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)[O-]	0.92	[0.9, 1.0]	False
val	Cn1cc(NC(=O)c2csc3ncc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nc23)c(Cl)n1	0.3871	[0.3, 0.5)	False
val	Cc1cc(Nc2nc(Sc3ccc(NC(=O)C4CCCCC4)cc3)nc(N3CCN(C)CC3)n2)n[nH]1	1.0	[0.9, 1.0]	True
val	Cc1ccc2nc3n(c2c1)CCN3C(=O)Cc1nc2nc(C)cc(C)n2n1	0.4521	[0.3, 0.5)	False
val	CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCSCC1	0.9254	[0.9, 1.0]	False
val	COc1ncc(-c2cc(OCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1F	1.0	[0.9, 1.0]	True
val	COc1ccc(CSC(C(N)=O)c2ccccc2)cc1	0.4898	[0.3, 0.5)	False
val	C[C@@H](O)[C@@H](NC(=O)N1CCC(c2ccc(C#Cc3ccccc3)cc2)C1)C(=O)NO	0.8824	[0.7, 0.9)	False
val	COC(=O)NCCCn1cc(CN(C(=O)C2CNCCO2)C2CC2)c2ccccc21	0.3452	[0.3, 0.5)	False
val	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CSc1nnnn1CC(=O)NCCN1CCOCC1	0.5688	[0.5, 0.7)	False
val	CS(=O)(=O)N(CCN1CCOCC1)c1ccc(Nc2ncc3cnn(C4CCCCCC4)c3n2)cc1	1.0	[0.9, 1.0]	True
val	O=C(Nc1ccccc1)Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1	1.0	[0.9, 1.0]	True
val	Cc1cc(CO)nn1-c1ccc(NC(=O)Nc2cnc3cc(Cl)nn3c2C(C)C)cc1Cl	0.4815	[0.3, 0.5)	False
val	CCC(F)(F)c1cc(C(=O)Nc2ccc(C)c(-c3cc(N4CCOCC4)n(C)c(=O)c3)c2)ccn1	1.0	[0.9, 1.0]	True
val	COC(COc1ccc(OCc2ccccc2)cc1)COP(=O)(O)Oc1cccc(C[n+]2ccsc2)c1	0.3537	[0.3, 0.5)	False
test	CCCCCCc1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1	1.0	[0.9, 1.0]	True
test	CCc1cnc(-c2ccc(OC)cc2)c(-c2ccc(C(=O)O)cc2)c1	0.549	[0.5, 0.7)	False
test	O=c1[nH]c(CSC2CCOCC2)nc2cc(Nc3cncnc3)ccc12	0.3333	[0.3, 0.5)	False
test	CC(C)[C@H](NC(=O)N(C)Cc1nccs1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1nccs1)C(C)C	0.7119	[0.7, 0.9)	False
test	Cc1oc(C(c2ccccc2)c2ccccc2)nc1C(=O)N[C@@H](CCCNC(=N)N)C(=O)O	0.4769	[0.3, 0.5)	False
test	O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1	0.7297	[0.7, 0.9)	False
test	O=C(O)Cn1c(=O)c(-c2ccc(O)cc2O)nc2ccc(F)cc21	0.4	[0.3, 0.5)	False
test	CC(c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1)N1CC(Oc2c(F)cccc2F)C1	0.7463	[0.7, 0.9)	False
test	CCOc1ccccc1N1CCN(CCC(=O)NCc2nc3ccccc3c(=O)n2-c2ccccc2)CC1	0.7671	[0.7, 0.9)	False
test	O=C(c1ccccc1)c1ccn(-c2nn[nH]n2)c1	0.4681	[0.3, 0.5)	False
test	Cc1cc(Nc2ncnc3cnc(N4CCOC[C@@H]4C)nc23)ccc1Oc1ccc2c(c1)ncn2C	0.495	[0.3, 0.5)	False
test	C#CCN(C)CCCn1ccc(=O)c(O)c1C	0.4186	[0.3, 0.5)	False
test	CC(=O)N1C[C@@H]2C[C@H]1CN2Cc1coc2cc(Oc3nc4ccccc4s3)ccc12	1.0	[0.9, 1.0]	True
test	C=C(C)N1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C(C)C1	0.4286	[0.3, 0.5)	False
test	CCc1cc(CCc2ccccc2)c(=O)[nH]c1C	0.413	[0.3, 0.5)	False
test	CC(=O)NCCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O	0.7321	[0.7, 0.9)	False
test	Cc1c(Cc2ccccc2)nc(SCCc2ccccc2)[nH]c1=O	0.4898	[0.3, 0.5)	False
test	COc1cc2c(cc1O)CN(C)CC2	0.5652	[0.5, 0.7)	False
test	COc1ccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)cc1CCC(C)C	0.5195	[0.5, 0.7)	False
test	CCCCCCCC(=O)NS(=O)(=O)Nc1ccccc1-c1ccc(Cn2c(C(=O)OC)cnc2CCCC)cc1	1.0	[0.9, 1.0]	True
test	CCCc1c(OCCCOc2ccc(-c3csc(N)n3)c(OC)c2CCC)ccc2c1OC(C(=O)O)CC2	0.4186	[0.3, 0.5)	False
test	C=CC(=O)Oc1ccccc1C(=O)OCCCCCC	0.6087	[0.5, 0.7)	False
test	Cc1cncc2ccc(NC(=O)[C@@H]3CC3c3ccc(S(=O)(=O)Nc4ccccn4)cc3)cc12	1.0	[0.9, 1.0]	True
test	c1cc2c(ncn3nnc(C4CCNCC4)c23)[nH]1	1.0	[0.9, 1.0]	True
test	O=C(O)/C(=C/c1ccccc1)c1ccccc1	0.6774	[0.5, 0.7)	False
test	O=C(c1ccccc1)c1cccn1-c1nn[nH]n1	0.3611	[0.3, 0.5)	False
test	N[C@@H](Cc1ccc(O)cc1)C(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1	0.569	[0.5, 0.7)	False
test	COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1	1.0	[0.9, 1.0]	True
test	CCOc1ccc(-c2c[nH]c(=O)c3cc(-c4ccncc4)sc23)cn1	1.0	[0.9, 1.0]	True
test	COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)C(C)C)C(C)C)C(C)C)C(C)C	0.5686	[0.5, 0.7)	False
test	CCc1cc(NCc2nc3ccccc3s2)c(=O)[nH]c1C	0.3944	[0.3, 0.5)	False
test	COc1cccc2c1CC(N1CCCC1)CO2	1.0	[0.9, 1.0]	True
test	O=C(O)CNC(=O)c1cccc(NC(=O)c2ccccc2)c1	0.6875	[0.5, 0.7)	False
test	COC(=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC1CCCC1)CN(O)C=O	1.0	[0.9, 1.0]	True
test	CN(C)CCCNC(=O)c1ccc(-c2cnc3ccc(NCc4ccc(Cl)c(Cl)c4)nn23)cc1	0.7183	[0.7, 0.9)	False
test	CC(C)=CN1Cc2cccc3[nH]c(=S)n(c23)C[C@@H]1C	0.4407	[0.3, 0.5)	False
test	Cc1noc(C)c1[C@@H]1C[C@@](C)(c2cc(-c3cncnc3)c(F)cc2F)NC(=[NH2+])S1	0.6721	[0.5, 0.7)	False
test	COc1ccc(-c2ccc3c(c2)COC3=O)n2nc(C3(C(=O)OC4CCC4)CC3)nc12	0.726	[0.7, 0.9)	False
test	CC1(C)CN(C(=O)[C@H]2CCC[C@H]2NC(=O)[C@H]2CC[C@@H](O)C2)CC[C@]1(O)c1ccc(Cl)cc1	0.3951	[0.3, 0.5)	False
test	Cc1cc(N)nc(-c2c(Cl)cc3c(N4CC5CCC(C4)NC5)nc(OC[C@@H]4CCCN4C)nc3c2F)c1C(F)(F)F	0.2768	[0.0, 0.3)	False
test	O=C(/C=C/c1ccc(/C=N/OCc2ccc([N+](=O)[O-])cc2)cc1)NO	1.0	[0.9, 1.0]	True
test	CC(=O)Nc1cc(-c2cnc(N)c(N3CCCN(C)S3(=O)=O)c2)ccn1	0.3784	[0.3, 0.5)	False
test	CCCc1c(OCCCOc2cccc3c2ccn3CC(=O)O)ccc2c(-c3ccccc3)coc12	0.6338	[0.5, 0.7)	False
test	CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(C#N)c3)c2cc1NC(=O)/C=C/CN(C)C	1.0	[0.9, 1.0]	True
test	c1ccc(-n2cnc(Nc3nc(N4CCCC4c4ccccn4)nn4cccc34)c2)cc1	0.4353	[0.3, 0.5)	False
test	Cc1cc2c(s1)c(-c1ccc(C(=O)O)cc1)nn2C(=O)c1c(Cl)cccc1Cl	0.6226	[0.5, 0.7)	False
test	CC(=O)NCCNC(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1	0.5556	[0.5, 0.7)	False
test	COc1ccc(S(=O)(=O)N(CC(N)=O)c2cc(CCC(=O)O)c(N(CC(N)=O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1	0.6727	[0.5, 0.7)	False
test	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]1(Cc2ccccc2)N=CC(C2c3ccccc3C[C@H]2O)C1=O	0.5584	[0.5, 0.7)	False
test	Cc1[nH]c2ccccc2c1-c1ccncc1	0.5854	[0.5, 0.7)	False
test	CN(c1ccc2c(=O)[nH]c(CSC3CCOCC3)nc2c1)C1CCCCC1	0.3284	[0.3, 0.5)	False
test	O=c1[nH]c(C[N@@H+]2CC[C@H](O)C2)nc2c1sc1ccc(Cl)cc12	0.4925	[0.3, 0.5)	False
test	CNc1c(-c2cccs2)c(=O)n(-c2ccccc2)c2nc(C(F)(F)F)ccc12	0.4189	[0.3, 0.5)	False
test	COC1CCN(C(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CCC3)C2c2ccc(C#N)cc2)C1	0.5376	[0.5, 0.7)	False
test	CC(C)C[C@@H]1CN[C@@H](CC2CCCCC2)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC(=O)N1	0.8434	[0.7, 0.9)	False
test	Cc1cnccc1-c1cc(C(F)(F)F)cc2[nH]ncc12	0.7442	[0.7, 0.9)	False
test	C[C@H]1CCCC/C1=N\Nc1nc(-c2ccc(C#N)cc2)cs1	0.4483	[0.3, 0.5)	False
test	C#Cc1ccc(S(=O)(=O)NCC(F)(F)F)cc1NC(=O)Nc1cccc(C(F)(F)F)c1	0.5667	[0.5, 0.7)	False
test	COc1ccc(-c2c(-c3cc(OC)c(OC)c(OC)c3)cnn2C(C)=O)cc1O	0.4426	[0.3, 0.5)	False
test	CCNC(=O)N1CCn2c(c(-c3ccc(Cl)cc3)c3ncccc32)C1=O	1.0	[0.9, 1.0]	True
test	CN1CCC[C@@H]1Cc1c[nH]c2ccc(/N=C(\N)c3cccs3)cc12	1.0	[0.9, 1.0]	True
test	Cc1ncc(-c2cc3sc(C(C(=O)NCC(=O)NC4CC4)S(C)(=O)=O)nc3cc2F)cn1	0.6944	[0.5, 0.7)	False
test	O=c1sc(NC2CCCCC2)nc2[nH]ncc12	0.4667	[0.3, 0.5)	False
test	CNC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)[C@H](C)C1	1.0	[0.9, 1.0]	True
test	O=C(c1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2)N1CCCC1	0.4681	[0.3, 0.5)	False
test	N#Cc1ccc(NC(=O)C(=O)N2CCC(c3ccnc4ccc(F)cc34)CC2)cc1	1.0	[0.9, 1.0]	True
test	CCc1c(Sc2cc(C)cc(C)c2)n(CC2CC=CC2)c(=O)[nH]c1=O	0.2903	[0.0, 0.3)	False
test	C[S+]([O-])c1ccc(Nc2nccc(-c3ccc(S(=O)(=O)N4CCNCC4)cc3)n2)cc1	1.0	[0.9, 1.0]	True
test	COc1cc2ncnc(Nc3ccc4nc(Cc5ccccc5)[nH]c4c3)c2cc1OC	1.0	[0.9, 1.0]	True
test	Cn1cnc2c(=O)n(-c3cccc(F)c3Cl)c3cc(C(F)(F)F)ccc3c21	0.3485	[0.3, 0.5)	False
test	Cc1cc(C)c(Oc2cc(Nc3ccc(C#N)cc3)ncc2[N+](=O)[O-])c(C)c1	0.4237	[0.3, 0.5)	False
test	O=c1[nH]c(CC2CCCO2)nc2c1cnn2C1CCCC1	0.6	[0.5, 0.7)	False
test	O=c1[nH]c2cc(F)ccc2n1O	0.4211	[0.3, 0.5)	False
test	CCN1C(=O)c2cccnc2Oc2cc(C)cc([N+](=O)[O-])c21	1.0	[0.9, 1.0]	True
test	O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2ccc(C(F)(F)F)cc2N2CCCC2)CC1	1.0	[0.9, 1.0]	True
test	Cc1ccccc1NC(=O)NCCCC[C@@H](CNC(=O)CCC(=O)O)NC(=O)[C@](C)(Cc1c[nH]c2ccccc12)NC(=O)OC1C2CC3CC(C2)CC1C3	1.0	[0.9, 1.0]	False
test	O=C1c2cnc3[nH]ccc3c2N([C@H]2CC[C@H](CN3CCCS3(=O)=O)CC2)CN1C1CC1	1.0	[0.9, 1.0]	True
test	Oc1ccc(/C=N/c2ccc(OCc3ccccc3)cc2)c(O)c1	0.6279	[0.5, 0.7)	False
test	CCc1cc(CCc2nc3cccc(F)c3o2)c(O)nc1C	0.3676	[0.3, 0.5)	False
test	CCCCCCCC/C=C\CCCCCCCC(=O)O	1.0	[0.9, 1.0]	True
test	C#CCn1nc(Cc2cccc3ccccc23)c2c(N)ncnc21	1.0	[0.9, 1.0]	True
test	COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(C[C@H](N)c3ccco3)c2=O)c1F	0.5493	[0.5, 0.7)	False
test	C=CC(=O)N1CCN(c2ncnc3cc(-c4c(O)cccc4F)c4c(c23)OC(C)(C)CC4)CC1	0.4471	[0.3, 0.5)	False
test	CC[C@@H](NC(=O)N1CC(=O)NC[C@@H](Cc2cc(Cl)ccc2OC)C1=O)c1nc(C(=O)O)cs1	0.7531	[0.7, 0.9)	False
test	Cc1cccc(N2CC(CO)OC2=O)c1	1.0	[0.9, 1.0]	True
test	COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N	1.0	[0.9, 1.0]	True
test	NC(=O)c1cc(-c2ccncc2)cc(-c2ccc(S(N)(=O)=O)cc2)c1N	1.0	[0.9, 1.0]	True
test	O=C(NCC12CCCN1CCC2)c1ccnc(-c2cnn3ccc(-c4cccs4)nc23)c1	0.3944	[0.3, 0.5)	False
test	C/C(=N/Nc1nc(-c2ccc(F)cc2)cs1)c1ccncc1	0.5094	[0.5, 0.7)	False
test	COCCS(=O)(=O)C(C(=O)NCC(=O)NC1CC1)c1nc2ccc(-c3ccc(C(=O)N4CC(C)(O)C4)cc3)cc2s1	0.6988	[0.5, 0.7)	False
test	C#CCCCn1c(Cc2cc3c(cc2I)OCO3)nc2c(N)nc(F)nc21	1.0	[0.9, 1.0]	True
test	O=C1c2c(-c3ccc(Cl)cc3)c3nccnc3n2CCN1C1CC1	1.0	[0.9, 1.0]	True
test	N[C@H](Cc1ccccc1)[C@H](O)C(=O)NCCC(=O)O	0.5952	[0.5, 0.7)	False
test	COc1ccc(-c2ncc(C(C)C)cc2-c2ccc(C(=O)O)cc2)cc1	0.549	[0.5, 0.7)	False
test	O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)cc1)N1CCCC(N2CCCC2)CC1	0.871	[0.7, 0.9)	False
test	O=C(O)c1ccc(-c2nnc(NC(=O)c3ccc(F)cc3)s2)cc1	1.0	[0.9, 1.0]	True
test	CNC[C@H]1CN(c2c(NC(=O)c3coc(-c4ccnnc4)n3)ccc(Oc3ccccc3F)c2Cl)CCN1C	0.3333	[0.3, 0.5)	False
test	CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)Cn1c(=O)ccn(CC(=O)O)c1=O)C(C)C)C(=O)c1nc2ccccc2o1	0.45	[0.3, 0.5)	False
test	CCOC(=O)/C=C(\C)N1N=C(c2ccccc2)CC1c1ccccc1	0.5179	[0.5, 0.7)	False
test	Cc1ccc(NC(=O)Nc2nnc(SCc3cc(=O)n4cccc(C)c4n3)s2)cc1Cl	1.0	[0.9, 1.0]	True
test	CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC1(CO)CCCCC1	0.3922	[0.3, 0.5)	False
test	COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCOCC5)CC4)c4ncnc(N)c34)cc2[nH]1	1.0	[0.9, 1.0]	True
test	Cc1cc(C(=O)O)c2c(C(C)C)nn(-c3ccc(Cl)cc3)c2n1	0.4769	[0.3, 0.5)	False
test	CC(=O)c1ccc(OCc2ccccc2Cl)cc1	0.5385	[0.5, 0.7)	False
test	CCC1(CC)CC(CCCN2CCN(c3ccccc3C(C)C)CC2)OC1=O	0.6949	[0.5, 0.7)	False
test	O=C(Nc1ccccc1)c1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1	0.8358	[0.7, 0.9)	False
test	CN(CCOCCn1c2ccccc2c2ccccc21)C(CCN)C(=O)NCc1ccc(F)cc1	1.0	[0.9, 1.0]	True
test	CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc(-c4cn[nH]c4)cc3)c3ncsc3n2)c1	0.6923	[0.5, 0.7)	False
test	CC(=O)N1CCc2nc(NC(C)C)c(N3CCC(C(F)c4ccc(F)cc4F)CC3)nc2C1	0.3579	[0.3, 0.5)	False
test	CC[C@@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(O)CC(=O)N(C)CC(C)C)[C@H](C)CC	1.0	[0.9, 1.0]	True
test	Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O	1.0	[0.9, 1.0]	True
test	COc1cccc(C(CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)c1	0.6875	[0.5, 0.7)	False
